"codigo_modelo;""codigo_marca"";""codigo_fipe"";""modelo"";""tipo""",
"6867;""39"";""021306-3"";""CLA-45 AMG 4MATIC CGI 2.0 TB Aut."";""1""",
"6868;""156"";""071029-6"";""COOPER 1.5 Turbo 12V 3p Aut."";""1""",
"6869;""156"";""071030-0"";""COOPER S 2.0 Turbo 16v 3p Aut."";""1""",
"6870;""48"";""025212-3"";""FLUENCE Sedan GT Line 2.0 Flex Aut."";""1""",
"6871;""168"";""077004-3"";""FOISON 1.3 16V 85cv 2p"";""1""",
"6872;""56"";""002134-2"";""ETIOS PLATINUM 1.5 Flex 16V 5p Mec."";""1""",
"6873;""56"";""002135-0"";""ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Mec."";""1""",
"6883;""6"";""008194-9"";""RS7 Sportback 4.0 TFSI Quattro Tiptronic"";""1""",
"6884;""13"";""011146-5"";""C4 LOUNGE Tendance 1.6 Turbo 4p Aut"";""1""",
"6885;""21"";""001420-6"";""500 Cabrio Dualogic Flex 1.4 8V"";""1""",
"6886;""21"";""001421-4"";""500 Cabrio Flex 1.4 8V Mec."";""1""",
"6887;""23"";""004453-9"";""Camaro SS Conversível 6.2 V8 16V"";""1""",
"6888;""28"";""016040-7"";""F-Type R Supercharged Coupe 5.0 V8"";""1""",
"6889;""28"";""016038-5"";""F-Type S Supercharged Coupe 3.0 V6"";""1""",
"6890;""28"";""016039-3"";""F-Type Supercharged Coupe 3.0 V6"";""1""",
"6891;""31"";""018086-6"";""OPTIMA 2.0 16V 165cv Aut."";""1""",
"6892;""48"";""025216-6"";""SANDERO Authentique Hi-Power 1.0 16V 5p"";""1""",
"6893;""48"";""025213-1"";""SANDERO Dynamique Hi-Power 1.6 8V 5p"";""1""",
"6894;""48"";""025215-8"";""SANDERO Expression Hi-Power 1.0 16V 5p"";""1""",
"6895;""48"";""025214-0"";""SANDERO Expression Hi-Power 1.6 8V 5p"";""1""",
"6896;""59"";""005400-3"";""Passat CC 2.0 TSI 211cv Tiptronic"";""1""",
"6906;""189"";""085011-0"";""DB9 Coupe 6.0 V12 510cv"";""1""",
"6907;""189"";""085009-8"";""Rapide S 6.0 V12 550cv"";""1""",
"6908;""189"";""085008-0"";""Vantage S 6.0 V12 565cv"";""1""",
"6909;""189"";""085010-1"";""Vanquish V12 6.0 565cv"";""1""",
"6910;""7"";""009193-6"";""M 235i Coupe 3.0 24V 326cv"";""1""",
"6911;""7"";""009192-8"";""X5 XDRIVE 35i Full 3.0 306cv Bi-Turbo"";""1""",
"6912;""20"";""031035-2"";""F458 Speciale F1 4.5 V8"";""1""",
"6913;""22"";""003407-0"";""EcoSport FREESTYLE 2.0 16V Flex 5p Aut."";""1""",
"6914;""22"";""003409-6"";""Ka 1.0 SEL TiVCT Flex 5p"";""1""",
"6915;""22"";""003408-8"";""Ka 1.0 SE/SE Plus TiVCT Flex 5p"";""1""",
"6916;""22"";""003410-0"";""Ka 1.5 SE/SE PLUS 16V Flex 5p"";""1""",
"6917;""22"";""003411-8"";""Ka SEL 1.5 16V Flex 5p"";""1""",
"6918;""22"";""003413-4"";""Ka+ Sedan 1.0 SEL TiCVT Flex 4p"";""1""",
"6919;""22"";""003412-6"";""Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p"";""1""",
"6920;""22"";""003414-2"";""Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p"";""1""",
"6921;""22"";""003415-0"";""Ka+ Sedan 1.5 SEL 16V Flex 4p"";""1""",
"6922;""171"";""078009-0"";""AVENTADOR LP 700-4 ROADSTER"";""1""",
"6923;""33"";""033099-0"";""Range R.EVOQUE Prestige 2.2 5p Dies."";""1""",
"6924;""33"";""033098-1"";""Range R.EVOQUE PrestigeTech 2.2 5p Dies."";""1""",
"6925;""33"";""033097-3"";""Range Rover Vogue HSE 3.0 TDV6 Diesel"";""1""",
"6926;""36"";""034027-8"";""Ghibli 3.0 V6 330cv Aut."";""1""",
"6927;""36"";""034026-0"";""Ghibli S Q4 3.0 V6 410cv Aut."";""1""",
"6928;""39"";""021308-0"";""C-180 CGI Avant. 1.6/1.6 FlexTB 16V Aut."";""1""",
"6929;""39"";""021307-1"";""C-180 CGI Exc. 1.6/1.6 Flex TB 16V  Aut."";""1""",
"6930;""195"";""087002-1"";""Phantom 6.7 V12 Aut."";""1""",
"6931;""55"";""028052-6"";""Swift Sport 1.6 16V 5p Mec."";""1""",
"6932;""55"";""028053-4"";""Swift Sport R 1.6 16V 5p Mec."";""1""",
"6933;""57"";""056012-0"";""T-4 4x4 3.2 20V Tdi Cap. Rígida Diesel"";""1""",
"6934;""59"";""005407-0"";""Fox Comfortline 1.0 Flex 8V 5p"";""1""",
"6935;""59"";""005405-4"";""Fox Comfortline 1.6 Flex 8V 5p"";""1""",
"6936;""59"";""005404-6"";""Fox Comfortline I Motion 1.6 Flex 8V 5p"";""1""",
"6937;""59"";""005402-0"";""Fox Highline I MOTION 1.6 Flex 16V 5p"";""1""",
"6938;""59"";""005403-8"";""Fox Highline1.6 Flex 16V 5p"";""1""",
"6939;""59"";""005401-1"";""Fox Trendline 1.0 Flex 8V 5p"";""1""",
"6940;""59"";""005406-2"";""Fox Trendline 1.6 Flex 8V 5p"";""1""",
"6941;""59"";""005408-9"";""Saveiro CROSS 1.6 T.Flex 16v CD"";""1""",
"6942;""59"";""005409-7"";""Saveiro Highline 1.6 T. Flex 8V CD"";""1""",
"6943;""59"";""005410-0"";""Saveiro Trendline 1.6 T.Flex 8V CD"";""1""",
"6950;""6"";""008195-7"";""A3 Cabriolet 1.8 16V TFSI 180cv S-tronic"";""1""",
"6951;""6"";""008196-5"";""S3 Sedan 2.0 TFSI Quattro 286cv S-tronic"";""1""",
"6952;""7"";""009194-4"";""428i Cabriolet Sport 2.0 TB 245cv 2p"";""1""",
"6953;""17"";""013037-0"";""JOURNEY Crossroad 3.6 V6 Aut."";""1""",
"6954;""17"";""013036-2"";""JOURNEY RT 3.6 AWD V6 Aut."";""1""",
"6955;""21"";""001423-0"";""Grand Siena ESSEN. ITALIA Dual. 1.6 Flex"";""1""",
"6956;""21"";""001422-2"";""Grand Siena ESSENCE ITALIA 1.6 Flex 16V"";""1""",
"6957;""21"";""001424-9"";""UNO ATTRACTIVE 1.0 Fire Flex 8V 5p"";""1""",
"6958;""21"";""001425-7"";""UNO EVOLUTION 1.4 Fire Flex 8V 5p"";""1""",
"6959;""26"";""015115-7"";""HB20 For You 1.0 Flex 12V 5p"";""1""",
"6960;""26"";""015116-5"";""HB20 S For You 1.0 Flex 12V 4p"";""1""",
"6961;""29"";""017031-3"";""Cherokee Limited 3.2 4x4 V6 Aut."";""1""",
"6962;""140"";""065008-0"";""SUV 2.2 4x4 (diesel) Mec."";""1""",
"6963;""39"";""021310-1"";""C-200 Avantgarde 2.0 TB 16V 184cv Aut."";""1""",
"6964;""39"";""021309-8"";""C-250 Sport 2.0 16V 211cv Aut."";""1""",
"6965;""39"";""021312-8"";""CLA-200 Urban 1.6 TB 16V/Flex Aut."";""1""",
"6966;""39"";""021311-0"";""CLA-250 Sport 4MATIC 2.0 16V 211cv Aut."";""1""",
"6967;""43"";""023128-2"";""Frontier SV AT. CD 4x4 2.5 TB Dies. Aut."";""1""",
"6968;""47"";""035057-5"";""Boxster GTS 3.4 330cv"";""1""",
"6969;""47"";""035058-3"";""Cayman GTS 3.4 340cv"";""1""",
"6970;""48"";""025221-2"";""DUSTER OUTDOOR 1.6 Hi-Flex 16V Mec."";""1""",
"6971;""48"";""025218-2"";""LOGAN Dyna. EasyR Hi-Flex 1.6 8V"";""1""",
"6972;""48"";""025217-4"";""LOGAN Expres. EasyR Hi-Flex 1.6 8V"";""1""",
"6973;""48"";""025219-0"";""SANDERO Dyna. EasyR Hi-Flex 1.6 8V"";""1""",
"6974;""48"";""025220-4"";""SANDERO Expres EasyR Hi-Flex 1.6 8V"";""1""",
"6975;""183"";""082007-5"";""X30 VAN 1.3 16V Mec."";""1""",
"6976;""59"";""005411-9"";""Gol Trendline I Motion 1.6 T. Flex 8V 3p"";""1""",
"6977;""59"";""005412-7"";""Gol Trendline 1.6 T.Flex 8V 3p"";""1""",
"7022;""6"";""008197-3"";""A5 Sportback 1.8 TFSI 170cv Multi."";""1""",
"7023;""7"";""009196-0"";""i3 Rex E Drive 170cv Aut.(Elétrico)"";""1""",
"7024;""7"";""009195-2"";""i3 Rex E Drive Full 170cv Aut.(Elétrico)"";""1""",
"7025;""7"";""009197-9"";""i8 e-Drive 1.5 TB 12V 362cv Aut."";""1""",
"7026;""21"";""001426-5"";""Palio Rua 1.0 Fire Flex 8V 5p"";""1""",
"7027;""21"";""001427-3"";""UNO WAY 1.4 EVO Dualogic Flex 8V 5p"";""1""",
"7028;""190"";""086003-4"";""AUMARK 3.5 - 11DT 2.8 4x2 TB Diesel"";""1""",
"7029;""190"";""086002-6"";""AUMARK 3.5 - 11ST 2.8 4x2 TB Diesel"";""1""",
"7030;""190"";""086004-2"";""AUMARK 3.5 - 14ST 2.8 4x2 TB Diesel"";""1""",
"7031;""199"";""088002-7"";""GC2 1.0 12V 68cv 5p"";""1""",
"7032;""23"";""004455-5"";""S10 Pick-Up LT 2.5 Flex 4x2 CD"";""1""",
"7033;""23"";""004456-3"";""S10 Pick-Up LT 2.5 Flex 4x4 CD"";""1""",
"7034;""23"";""004454-7"";""S10 Pick-Up LTZ 2.5 Flex 4x2 CD"";""1""",
"7035;""23"";""004457-1"";""S10 Pick-Up LTZ 2.5 Flex 4x4 CD"";""1""",
"7036;""25"";""014084-8"";""Civic Coupe Si 2.4 16V 206cv Mec. 2p"";""1""",
"7037;""168"";""077005-1"";""530 1.5 16V 103cv 4p"";""1""",
"7038;""168"";""077006-0"";""530 TALENT 1.5 16V 103cv 4p"";""1""",
"7039;""39"";""021316-0"";""CLA-200 Vision 1.6 TB 16V Flex Aut."";""1""",
"7040;""39"";""021313-6"";""GLA 200 Adv. 1.6/1.6 TB 16V Flex  Aut."";""1""",
"7041;""39"";""021315-2"";""GLA 200 Vis. Black Ed. 1.6 TB 16V  Aut."";""1""",
"7042;""39"";""021314-4"";""GLA 200 Vision 1.6/1.6 TB 16V Flex Aut."";""1""",
"7043;""47"";""035059-1"";""911 Carrera S 50th Coupe 3.8 24V(991)"";""1""",
"7044;""48"";""025222-0"";""SANDERO STEP. Easy R H-Power 1.6 8V"";""1""",
"7045;""125"";""055031-0"";""Rexton W 2.7 20V XDI Diesel Aut."";""1""",
"7046;""56"";""002136-9"";""Hilux CD SRV 4x2 2.7 Flex 16V Aut."";""1""",
"7047;""59"";""005416-0"";""up! cross 1.0 T. Flex 12V 5p"";""1""",
"7048;""59"";""005417-8"";""up! cross I MOTION 1.0 T.Flex 12V 5p"";""1""",
"7049;""59"";""005415-1"";""Gol Special 1.0 Total Flex 8V 3p"";""1""",
"7050;""59"";""005414-3"";""Gol Special 1.0 Total Flex 8V 5p"";""1""",
"7051;""59"";""005413-5"";""Passat R-Line TB 2.0 TSI Tiptronic 4p"";""1""",
"7065;""7"";""009198-7"";""X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut"";""1""",
"7066;""7"";""009199-5"";""X4 XDRIVE 35i M-Sport 3.0 TB 306cv Aut."";""1""",
"7067;""13"";""011149-0"";""DS3 Sport Chic 1.6 TB 16V 3p Mec."";""1""",
"7068;""13"";""011147-3"";""DS4 1.6 Chic Turbo 16V 5p Aut."";""1""",
"7069;""13"";""011148-1"";""DS4 1.6 So Chic Turbo 16V 5p Aut."";""1""",
"7070;""21"";""001428-1"";""UNO SPORTING Dualogic 1.4 EVO Flex 8V 4p"";""1""",
"7071;""28"";""016041-5"";""XF 2.0 GTDI SPORT LUXURY 240cv Aut."";""1""",
"7072;""28"";""016042-3"";""XF 2.0 GTDI SPORT PREMIUM TECH 240cv Aut"";""1""",
"7073;""31"";""018087-4"";""QUORIS EX 3.8 V6 24V 294cv Aut."";""1""",
"7074;""36"";""034028-6"";""Gran Turismo Sport 4.7 V8 32V 460cv"";""1""",
"7075;""55"";""028054-2"";""Grand Vitara S. EDITI.  2.0 16V 4x2 Aut."";""1""",
"7076;""56"";""002137-7"";""Hilux CD Limited 4x4 3.0 TDI Diesel Aut."";""1""",
"7077;""59"";""005418-6"";""CROSSFOX  1.6 T. Flex 16V 5p"";""1""",
"7078;""59"";""005419-4"";""CROSSFOX  I MOTION 1.6 T. Flex 16V 5p"";""1""",
"7079;""59"";""005420-8"";""Fusca 2.0 R-Line TSI 16V Aut."";""1""",
"7083;""7"";""009203-7"";""420i Cabriolet Sport 2.0 TB 184cv 2p"";""1""",
"7084;""7"";""009201-0"";""428i Gran Coupe M Sport 2.0 TB 245cv"";""1""",
"7085;""7"";""009202-9"";""428i Gran Coupe Sport 2.0 TB 245cv"";""1""",
"7086;""7"";""009200-2"";""X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut."";""1""",
"7087;""7"";""009205-3"";""X5 XDRIVE 30d Full 3.0 258cv Diesel"";""1""",
"7088;""7"";""009204-5"";""X6 XDRIVE 50i M Sport 4.4 Bi-Turbo"";""1""",
"7089;""161"";""073010-6"";""QQ 1.0 ACT 12V 69cv 5p"";""1""",
"7090;""13"";""011153-8"";""AIRCROSS SALOMON EXCLUSIVE 1.6 Flex Aut."";""1""",
"7091;""13"";""011152-0"";""AIRCROSS SALOMON EXCLUSIVE 1.6 Flex Mec."";""1""",
"7092;""13"";""011150-3"";""AIRCROSS SALOMON TENDANCE 1.6 Flex Aut."";""1""",
"7093;""13"";""011151-1"";""AIRCROSS SALOMON TENDANCE 1.6 Flex Mec."";""1""",
"7094;""13"";""011156-2"";""C4 LOUNGE Exclusive 1.6 Turbo Flex Aut."";""1""",
"7095;""13"";""011155-4"";""DS5 1.6 Be Chic Turbo 16V 5p Aut."";""1""",
"7096;""13"";""011154-6"";""DS5 1.6 So Chic Turbo 16V 5p Aut."";""1""",
"7097;""21"";""001429-0"";""500 ABARTH MULTIAIR 1.4 TB 16V 3p"";""1""",
"7098;""23"";""004458-0"";""SPIN ACTIV 1.8 8V Econo. Flex 5p Aut."";""1""",
"7099;""23"";""004459-8"";""SPIN ACTIV 1.8 8V Econo. Flex 5p Mec."";""1""",
"7100;""177"";""080012-0"";""J2 1.4 JET Flex 16V 5p Mec"";""1""",
"7101;""177"";""080014-7"";""J6 2.0 JET Flex 5p Mec."";""1""",
"7102;""177"";""080013-9"";""T6 2.0 JET Flex 5p Mec."";""1""",
"7103;""39"";""021317-9"";""E-400 Avantgarde 3.5 V6 Bi-Turbo Aut."";""1""",
"7104;""44"";""024208-0"";""308 QUIKSILVER 1.6 Flex 16V 5p Mec."";""1""",
"7105;""48"";""025225-5"";""FLUENCE Sed. Dyn. Plus 2.0 16V FLEX Aut."";""1""",
"7106;""48"";""025224-7"";""LOGAN Exclusive EasyR Hi-Flex 1.6 8V 4p"";""1""",
"7107;""48"";""025223-9"";""LOGAN Exclusive Hi-Flex 1.6 8V 4p"";""1""",
"7116;""7"";""009206-1"";""M4 Coupe 3.0 Bi-Turbo 24V 431cv 2p"";""1""",
"7117;""7"";""009207-0"";""X5 XDRIVE M50d 3.0 381cv Diesel"";""1""",
"7118;""13"";""011157-0"";""C4 LOUNGE Tendance 1.6 Turbo Flex Aut."";""1""",
"7119;""21"";""001430-3"";""UNO Furgão 1.0 Fire Flex 8V 3p"";""1""",
"7120;""23"";""004460-1"";""ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec."";""1""",
"7121;""33"";""033100-7"";""Range Rover EVOQUE Zanzibar 2.0 Aut. 5p"";""1""",
"7122;""39"";""021318-7"";""GLA 45 AMG 4MATIC 2.0 Turbo Aut."";""1""",
"7123;""156"";""071031-8"";""COOPER S 2.0 Turbo 16V 3p Mec."";""1""",
"7124;""56"";""002138-5"";""RAV4 2.0 HIGH 4x2 16V Aut."";""1""",
"7125;""39"";""021319-5"";""Sprinter 311 Chassi E. Longa 2.2 Diesel"";""1""",
"7127;""6"";""008199-0"";""A8 3.0 TFSI 310cv Quattro Tiptronic 4p"";""1""",
"7128;""6"";""008198-1"";""S8 4.0 TFSI Quattro Tiptronic 4p"";""1""",
"7129;""7"";""009208-8"";""225i Active Tourer Sport 2.0 TB Aut."";""1""",
"7130;""7"";""009209-6"";""M3 Sedan 3.0 Bi-Turbo 24V 4p"";""1""",
"7131;""17"";""013038-9"";""Durango Limited 3.6 24V 4x4 Aut."";""1""",
"7132;""21"";""001435-4"";""Bravo BlackMotion 1.8 Dualogic Flex 5p"";""1""",
"7133;""21"";""001434-6"";""Bravo BlackMotion 1.8 Flex 16v 5p"";""1""",
"7134;""21"";""001431-1"";""Strada Working HARD 1.4 Fire Flex 8V CD"";""1""",
"7135;""21"";""001432-0"";""Strada Working HARD 1.4 Fire Flex 8V CE"";""1""",
"7136;""21"";""001433-8"";""Strada Working HARD 1.4 Fire Flex 8V CS"";""1""",
"7137;""29"";""017032-1"";""Cherokee Longitude 3.2 4x4 V6 Aut."";""1""",
"7138;""171"";""078010-3"";""HURACAN Coupe LP 610-4"";""1""",
"7139;""33"";""033101-5"";""Range R. Sport Autob. Dyn.SCHA. 5.0 V8"";""1""",
"7140;""39"";""021320-9"";""C-180 CGI Estate Avant. 1.6 TB 16V Aut."";""1""",
"7141;""39"";""021321-7"";""CLS-400 3.5 V6 Bi-Turbo 333cv Aut."";""1""",
"7142;""41"";""022131-7"";""Lancer Evol. X J. Easton 2.0 16V TB Int."";""1""",
"7143;""47"";""035060-5"";""Macan 2.0 Turbo 237/252cv"";""1""",
"7147;""7"";""009211-8"";""750i M Sport Sedan 4.4 V8 450cv Aut."";""1""",
"7148;""7"";""009210-0"";""M4 Cabriolet 3.0 Bi-Turbo 24V 431cv 2p"";""1""",
"7149;""21"";""001436-2"";""UNO VIVACE ITALIA 1.0 EVO F. Flex 8V 5p"";""1""",
"7150;""25"";""014087-2"";""HR-V EX 1.8 Flexone 16V 5p Aut."";""1""",
"7151;""25"";""014088-0"";""HR-V EXL 1.8 Flexone 16V 5p Aut."";""1""",
"7152;""25"";""014086-4"";""HR-V LX 1.8 Flexone 16V 5p Aut."";""1""",
"7153;""25"";""014085-6"";""HR-V LX 1.8 Flexone 16V 5p Mec."";""1""",
"7154;""26"";""015119-0"";""HB20 Spicy 1.0 Flex 12V Mec."";""1""",
"7155;""26"";""015118-1"";""HB20 Spicy 1.6 Flex 16V Aut."";""1""",
"7156;""26"";""015117-3"";""HB20 Spicy 1.6 Flex 16V Mec."";""1""",
"7157;""33"";""033102-3"";""Range Rover Sport SVR SUPERCHAGED 5.0 V8"";""1""",
"7158;""34"";""057039-7"";""NX-200t F-Sport 2.0 16v 238cv Aut."";""1""",
"7159;""34"";""057038-9"";""NX-200t Luxury 2.0 16V 238cv Aut."";""1""",
"7160;""39"";""021323-3"";""E-250 CGI VR4 2.0 TB Aut."";""1""",
"7161;""39"";""021322-5"";""GLA 200 Style 1.6 TB 16V/Flex Aut."";""1""",
"7162;""156"";""071033-4"";""COOPER 1.5 Turbo 12V 5p Aut."";""1""",
"7163;""156"";""071032-6"";""COOPER S 2.0 Turbo 16V 5p Aut."";""1""",
"7164;""43"";""023129-0"";""MARCH S 1.0 12V Flex 5p"";""1""",
"7165;""43"";""023130-4"";""MARCH SV 1.0 12V Flex 5p"";""1""",
"7166;""43"";""023131-2"";""VERSA 1.0 12V FlexStart 4p Mec."";""1""",
"7167;""43"";""023132-0"";""VERSA S 1.0 12V FlexStart 4p Mec."";""1""",
"7168;""43"";""023133-9"";""VERSA UNIQUE 1.6 16V Flex 4p Mec."";""1""",
"7169;""44"";""024209-8"";""408 Sedan Limited 2.0 Flex 16V 4p Aut."";""1""",
"7170;""58"";""029094-7"";""S60 T-5 KINETIC 2.0 245cv 4p"";""1""",
"7171;""58"";""029093-9"";""S60 T-5 MOMENTUM 2.0 245cv 4p"";""1""",
"7172;""59"";""005421-6"";""Fox PEPPER 1.6 Flex 16V 5p"";""1""",
"7173;""59"";""005422-4"";""Fox PEPPER I MOTION 1.6 Flex 16V 5p"";""1""",
"7178;""7"";""009212-6"";""120iA Sport 2.0/ActiveFlex 16V Aut."";""1""",
"7179;""20"";""031036-0"";""California 3.9 Turbo F1 V8 560cv"";""1""",
"7180;""21"";""001439-7"";""Palio ATTRA. Best Seller 1.0 EVO Flex 5p"";""1""",
"7181;""21"";""001438-9"";""Palio ATTRA. Best Seller 1.4 EVO Flex 5p"";""1""",
"7182;""21"";""001437-0"";""Punto ESSENCE SP 1.6 Flex 16V 5p"";""1""",
"7183;""21"";""001440-0"";""UNO WAY RIO 450 1.0 EVO Flex 8V 5p"";""1""",
"7184;""22"";""003416-9"";""Fiesta Sport 1.6 16V Flex Mec."";""1""",
"7185;""29"";""017039-9"";""Cherokee Trailhawk 3.2 4x4 V6 Aut."";""1""",
"7186;""29"";""017035-6"";""Renegade Longitude 1.8 4x2 Flex 16V Aut."";""1""",
"7187;""29"";""017037-2"";""Renegade Longitude 2.0 4x4 TB Diesel Aut"";""1""",
"7188;""29"";""017034-8"";""Renegade Sport 1.8 4x2 Flex 16V Aut."";""1""",
"7189;""29"";""017033-0"";""Renegade Sport 1.8 4x2 Flex 16V Mec."";""1""",
"7190;""29"";""017036-4"";""Renegade Sport 2.0 4x4 TB Diesel Aut."";""1""",
"7191;""29"";""017038-0"";""Renegade Trailhawk 2.0 4x4 TB Diesel Aut"";""1""",
"7192;""33"";""033104-0"";""Discovery Sport HSE 2.0 4x4 Aut."";""1""",
"7193;""33"";""033105-8"";""Discovery Sport HSE Luxury 2.0 4x4 Aut."";""1""",
"7194;""33"";""033103-1"";""Discovery Sport SE 2.0 4x4 Aut."";""1""",
"7195;""39"";""021325-0"";""GLA 250 Sport 2.0 TB 16V 4x2  211cv Aut."";""1""",
"7196;""39"";""021324-1"";""GLA 250 Vision 2.0 TB 16V 211cv Aut."";""1""",
"7197;""39"";""021326-8"";""SL-400 3.0 Bi-Turbo V6 2p"";""1""",
"7198;""41"";""022132-5"";""Pajero 3.2 4x4 T.I. Dies. 5p Aut"";""1""",
"7199;""41"";""022133-3"";""Pajero HPE 3.2 4x4 T.I. Dies. 5p Aut."";""1""",
"7200;""41"";""022134-1"";""Pajero HPE 3.5 4x4 Flex 5p Aut."";""1""",
"7201;""44"";""024211-0"";""2008 Allure 1.6 Flex 16V 5p Aut."";""1""",
"7202;""44"";""024210-1"";""2008 Allure 1.6 Flex 16V 5p Mec."";""1""",
"7203;""44"";""024213-6"";""2008 Griffe 1.6 Flex 16V 5p Aut."";""1""",
"7204;""44"";""024212-8"";""2008 Griffe 1.6 Flex 16V 5p Mec."";""1""",
"7205;""44"";""024214-4"";""2008 Griffe 1.6 Turbo Flex 16V 5p Mec."";""1""",
"7206;""47"";""035062-1"";""Cayenne GTS 3.6 Bi-Turbo 440cv"";""1""",
"7207;""47"";""035061-3"";""Cayman GT4 3.8 385cv"";""1""",
"7208;""195"";""087003-0"";""Ghost ll 6.6 V12 Aut."";""1""",
"7209;""195"";""087004-8"";""Wraith 6.6 V12 Aut."";""1""",
"7210;""55"";""028058-5"";""SX4 S-CROSS ALLGRIP GLX 1.6 16V Aut."";""1""",
"7211;""55"";""028056-9"";""SX4 S-CROSS ALLGRIP GLS 1.6 16V Aut."";""1""",
"7212;""55"";""028055-0"";""SX4 S-CROSS GL 1.6 16V Mec."";""1""",
"7213;""55"";""028057-7"";""SX4 S-CROSS GLX 1.6 16V Aut."";""1""",
"7214;""56"";""002139-3"";""Corolla GLi Upper 1.8 Flex 16V Aut."";""1""",
"7215;""56"";""002140-7"";""RAV4 2.0 TOP 4x2 16V Aut."";""1""",
"7216;""59"";""005425-9"";""JETTA Trendline 2.0 T.Flex 8V 4p Tip."";""1""",
"7217;""59"";""005423-2"";""SPACEFOX COMF. I MOTION 1.6 Flex 8V 5p"";""1""",
"7218;""59"";""005424-0"";""TOUAREG R-Line 4.2 V8 360cv Tiptronic 5p"";""1""",
"7222;""161"";""073012-2"";""Celer Hatch ACT 1.5 16V Flex 5p"";""1""",
"7223;""161"";""073013-0"";""Celer Sedan ACT 1.5 16V Flex 5p"";""1""",
"7224;""161"";""073014-9"";""QQ 1.0  ACT FL 12V/1.0 12V Flex  5p"";""1""",
"7225;""161"";""073011-4"";""QQ 1.0 Look FL 12V/1.0 12V Flex 5p"";""1""",
"7226;""21"";""001442-7"";""Punto ESSENCE SP Dualogic 1.6 Flex 16V"";""1""",
"7227;""21"";""001441-9"";""Strada Trekking 1.6 16V LOCKER Flex  CD"";""1""",
"7228;""39"";""021327-6"";""Classe A 200 1.6 TB/Flex Aut."";""1""",
"7229;""39"";""021328-4"";""S-63 Coupe AMG 5.5 V8 Bi-Turbo Aut."";""1""",
"7230;""41"";""022135-0"";""L200 Triton Savanaoff 3.2 CD TBI Die.Mec"";""1""",
"7231;""41"";""022136-8"";""OUTLANDER PHEV (Hybrid) 2.0 16V 4x4 Aut."";""1""",
"7232;""47"";""035063-0"";""Cayenne S 3.6 Bi-Turbo 420cv"";""1""",
"7233;""58"";""029096-3"";""V60 T-5 KINETIC 2.0 245cv 5p"";""1""",
"7234;""58"";""029095-5"";""V60 T-5 MOMENTUM 2.0  5p"";""1""",
"7235;""59"";""005426-7"";""SpaceCross 1.6 Mi Total Flex 16V"";""1""",
"7236;""59"";""005427-5"";""SpaceCross I MOTION 1.6 Mi T. Flex 16V"";""1""",
"7237;""59"";""005429-1"";""SPACEFOX HIGHLINE 1.6 T.Flex 16V"";""1""",
"7238;""59"";""005428-3"";""SPACEFOX HIGHLINE I MOT. 1.6 T.Flex 16V"";""1""",
"7254;""6"";""008200-7"";""A6 2.0 TFSI 252cv S tronic 4p"";""1""",
"7255;""6"";""008201-5"";""Q3 1.4 TFSI/TFSI Flex S-tronic 5p"";""1""",
"7256;""7"";""009213-4"";""320iA 2.0 TB M Sport ActiveFlex 16V 4p"";""1""",
"7257;""23"";""004463-6"";""COBALT Graphite 1.8 8V Econo.Flex 4p Aut"";""1""",
"7258;""23"";""004462-8"";""COBALT Graphite 1.8 8V Econo.Flex 4p Mec"";""1""",
"7259;""23"";""004461-0"";""ONIX HATCH SELEÇÃO 1.0 8V Flex 5p Mec."";""1""",
"7260;""26"";""015120-3"";""HB20S  Impress 1.6 Flex 16V Aut."";""1""",
"7261;""26"";""015121-1"";""HB20S  Impress 1.6 Flex 16v Mec."";""1""",
"7262;""39"";""021329-2"";""E-400 Cabriolet 3.5 V6 Bi-Turbo Aut."";""1""",
"7263;""41"";""022138-4"";""Lancer HL 2.0 16V 160cv Aut."";""1""",
"7264;""41"";""022137-6"";""Lancer HLE 2.0 16V 160cv Aut."";""1""",
"7265;""41"";""022139-2"";""OUTLANDER 2.2 165cv Diesel Aut."";""1""",
"7266;""43"";""023134-7"";""MARCH 1.0 12V Flex 5p"";""1""",
"7267;""44"";""024215-2"";""208 Allure 1.6 Flex 16V 5p Aut."";""1""",
"7268;""48"";""025226-3"";""LOGAN Authentique Plus Hi-F. 1.0 16V 4p"";""1""",
"7269;""59"";""005433-0"";""Fox Comfortline 1.0 Flex 12V 5p"";""1""",
"7270;""59"";""005431-3"";""Golf Variant Comfortline 1.4 TSI  Aut."";""1""",
"7271;""59"";""005430-5"";""Golf Variant Highline 1.4 TSI Aut."";""1""",
"7272;""59"";""005432-1"";""Saveiro Rock in Rio 1.6 Total Flex 8V CD"";""1""",
"7283;""7"";""009214-2"";""X5 XDRIVE 30d 3.0 258cv Diesel"";""1""",
"7284;""22"";""003417-7"";""Focus Fastback SE/SE PLUS 2.0 Flex Aut."";""1""",
"7285;""22"";""003418-5"";""Focus Fastback TIT./T.PLUS 2.0 Flex Aut."";""1""",
"7286;""33"";""033106-6"";""Discovery RAW 3.0 4x4 TDV6 Diesel Aut."";""1""",
