"codigo_modelo;""codigo_marca"";""codigo_fipe"";""modelo"";""tipo""",
"6416;""7"";""009178-2"";""M 135i 3.0 24V 320cv"";""1""",
"6417;""7"";""009180-4"";""X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut."";""1""",
"6418;""13"";""011126-0"";""AIRCROSS Exc. ATACA. 1.6 Flex 16V 5p Aut"";""1""",
"6419;""13"";""011122-8"";""AIRCROSS Exc. ATACA. 1.6 Flex 16V 5p Mec"";""1""",
"6420;""13"";""011124-4"";""AIRCROSS GLX ATACAMA 1.6 Flex 16V 5p Aut"";""1""",
"6421;""13"";""011123-6"";""AIRCROSS GLX ATACAMA 1.6 Flex 16V 5p Mec"";""1""",
"6422;""22"";""003386-3"";""Fiesta 1.5 16V Flex Mec. 5p"";""1""",
"6423;""22"";""003388-0"";""Fiesta 1.6 16V Flex Aut. 5p"";""1""",
"6424;""22"";""003387-1"";""Fiesta 1.6 16V Flex Mec. 5p"";""1""",
"6425;""22"";""003380-4"";""Fiesta S 1.0 8V Flex 5p"";""1""",
"6426;""22"";""003381-2"";""Fiesta SE 1.0 8V Flex 5p"";""1""",
"6427;""22"";""003382-0"";""Fiesta SE 1.6 8V Flex 5p"";""1""",
"6428;""22"";""003383-9"";""Fiesta Sedan S 1.0 8V Flex 4p"";""1""",
"6429;""22"";""003384-7"";""Fiesta Sedan SE 1.0 8V Flex 4p"";""1""",
"6430;""22"";""003385-5"";""Fiesta Sedan SE 1.6 8V Flex 4p"";""1""",
"6431;""22"";""003390-1"";""Fiesta TIT./TIT.Plus 1.6 16V Flex Aut."";""1""",
"6432;""22"";""003389-8"";""Fiesta TITANIUM 1.6 16V Flex Mec."";""1""",
"6433;""26"";""015104-1"";""Elantra GLS 2.0 16V Flex Aut."";""1""",
"6434;""26"";""015099-1"";""HB20S C.Plus/C.Style1.0 Flex 12V Mec. 4P"";""1""",
"6435;""26"";""015101-7"";""HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p"";""1""",
"6436;""26"";""015100-9"";""HB20S C.Plus/C.Style 1.6 Flex 16V Mec.4p"";""1""",
"6437;""26"";""015103-3"";""HB20S Premium 1.6 Flex 16V Aut. 4p"";""1""",
"6438;""26"";""015102-5"";""HB20S Premium 1.6 Flex 16V Mec. 4p"";""1""",
"6439;""26"";""015105-0"";""Santa Fe/GLS 3.3 V6 4X4 Tiptronic"";""1""",
"6440;""177"";""080009-0"";""T 140 2.8 2p (diesel)"";""1""",
"6441;""31"";""018084-0"";""Cerato 1.6 16 V Flex Mec."";""1""",
"6442;""31"";""018085-8"";""Cerato 1.6 16V  Flex  Aut."";""1""",
"6443;""39"";""021288-1"";""Classe A 200 1.6 TB 16V Style 156cv Aut."";""1""",
"6444;""39"";""021289-0"";""Classe A 200 1.6 TB 16V Urban 156cv Aut."";""1""",
"6445;""39"";""021287-3"";""GL-500 4.7 Bi-Turbo V8 4x4 Aut."";""1""",
"6446;""39"";""021290-3"";""GLK 220 CDI 2.2 TB 4X4 170cv Aut. Diesel"";""1""",
"6447;""39"";""021291-1"";""GLK 220 Sport CDI 2.2 TB 4X4 Aut. Diesel"";""1""",
"6448;""44"";""024198-9"";""208 Premier 1.6 Flex 16V 5p"";""1""",
"6449;""48"";""025205-0"";""Master 2.3 dCi Executive Longo 16L Dies"";""1""",
"6450;""48"";""025204-2"";""Master 2.3 dCi STD Longo 16L Diesel"";""1""",
"6451;""48"";""025202-6"";""Master 2.3 dCi STD Médio 16L Diesel"";""1""",
"6452;""48"";""025203-4"";""Master 2.3 dCi STD Médio Esco. 20L Dies."";""1""",
"6453;""48"";""025206-9"";""Master 2.3 dCi VIP Longo 16L Diesel"";""1""",
"6454;""59"";""005350-3"";""Gol 1.6 Mi I MOTION Total Flex 8V 3p"";""1""",
"6460;""7"";""009181-2"";""M6 Coupe 4.4 Bi-Turbo V8 32V"";""1""",
"6461;""6"";""008181-7"";""A3 Sport 1.8 16V TFSI S-Tronic 3p"";""1""",
"6462;""6"";""008180-9"";""A6 Allroad 3.0 TFSI V6 Quattro S tronic"";""1""",
"6463;""20"";""031034-4"";""F12 Berlinetta 740cv"";""1""",
"6464;""22"";""003391-0"";""EcoSport FREESTYLE 2.0 16V 4WD Flex 5p"";""1""",
"6465;""28"";""016029-6"";""XF 2.0 Turbo 16V 240cv Aut."";""1""",
"6466;""33"";""033092-2"";""Range Rover EVOQUE Pure Tech 2.0 Aut. 3p"";""1""",
"6467;""168"";""077003-5"";""X60 1.8 16V 128cv 5p Mec."";""1""",
"6468;""39"";""021292-0"";""GL-63 AMG 5.5 Bi-Turbo 32V 4x4 Aut."";""1""",
"6469;""186"";""084002-5"";""VAN Q22 1.0 5p"";""1""",
"6470;""56"";""002130-0"";""RAV4 2.0 4x2 16V Aut."";""1""",
"6471;""56"";""002131-8"";""RAV4 2.5 4x4 16V Aut."";""1""",
"6472;""59"";""005351-1"";""Gol TRACK 1.0 Mi Total Flex 8V 4p"";""1""",
"6485;""58"";""029090-4"";""S60 T-5 R-DESIGN 2.0 240cv 4p"";""1""",
"6486;""6"";""008182-5"";""Q5 3.0 V6 TFSI 272cv Quattro Tiptronic"";""1""",
"6487;""6"";""008183-3"";""RS4 4.2 Avant 32V FSI Quattro S-tronic"";""1""",
"6488;""21"";""001399-4"";""Grand Siena ESSEN.SUBLIME 1.6 Flex"";""1""",
"6489;""21"";""001400-1"";""Grand Siena ESSEN.SUBLIME Dual. 1.6 Flex"";""1""",
"6490;""23"";""004435-0"";""SPIN LS 1.8 8V Econo.Flex 5p Mec."";""1""",
"6491;""39"";""021293-8"";""G-63 AMG 5.5 Bi-Turbo 32V 4x4 Aut."";""1""",
"6492;""156"";""071019-9"";""COOPER PACEMAN S 1.6 16V 184cv Aut."";""1""",
"6493;""44"";""024199-7"";""308 Roland Garros 1.6 Turbo 16V 5P"";""1""",
"6510;""6"";""008184-1"";""A3 Sportback 1.4 TFSI S-Tronic"";""1""",
"6511;""6"";""008185-0"";""A3 Sportback 1.8 16V TFSI S-Tronic 5p"";""1""",
"6512;""7"";""009182-0"";""335i 3.0 ActiveHybrid 3"";""1""",
"6513;""7"";""009184-7"";""335iA M Sport 3.0 24V 306cv 4p"";""1""",
"6514;""7"";""009183-9"";""528iA M Sport 2.0 Turbo 16V 245cv 4p"";""1""",
"6515;""21"";""001403-6"";""Bravo WOLVERINE 1.8 Dualogic Flex 16V 5p"";""1""",
"6516;""21"";""001402-8"";""Bravo WOLVERINE 1.8 Flex 16V 5p"";""1""",
"6517;""21"";""001404-4"";""Strada Adv. M. March. 1.8 Flex 16V CD"";""1""",
"6518;""21"";""001405-2"";""Strada Adv. M. March.1.8 Dual. Flex CD"";""1""",
"6519;""21"";""001406-0"";""Strada Trek. M. March. 1.6 Flex 16V CE"";""1""",
"6520;""21"";""001401-0"";""UNO VIVACE College 1.0 EVO FireFlex 5p"";""1""",
"6521;""22"";""003398-7"";""Fiesta Sedan 1.6 16V Flex Aut."";""1""",
"6522;""22"";""003397-9"";""Fiesta Sedan 1.6 16V Flex Mec."";""1""",
"6523;""22"";""003400-2"";""Fiesta Sed. TI./TI.Plus1.6 16V Flex Aut."";""1""",
"6524;""22"";""003399-5"";""Fiesta Sedan TITANIUM 1.6 16V Flex Mec"";""1""",
"6525;""22"";""003396-0"";""Ranger TROPICAB 2.5 16V 4X2 Flex"";""1""",
"6526;""22"";""003395-2"";""Ranger TROPICAB 3.2 20V 4X4 TB Diesel"";""1""",
"6527;""22"";""003394-4"";""Ranger TROPIVAN 2.5 16V 4X2 Flex"";""1""",
"6528;""22"";""003393-6"";""Ranger TROPIVAN 3.2 20V 4X4 TB Dies.Aut."";""1""",
"6529;""22"";""003392-8"";""Ranger TROPIVAN 3.2 20V 4X4 TB Diesel"";""1""",
"6530;""23"";""004438-5"";""ONIX HATCH LT 1.4 8V FlexPower 5p Aut."";""1""",
"6531;""23"";""004439-3"";""ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut."";""1""",
"6532;""23"";""004436-9"";""PRISMA Sed. LT 1.4 8V FlexPower 4p Aut."";""1""",
"6533;""23"";""004437-7"";""PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut."";""1""",
"6534;""25"";""014077-5"";""CITY Sedan SPORT 1.5 FLEX 16V 4p Mec."";""1""",
"6535;""25"";""014076-7"";""CR-V EXL 2.0 Flexone 16V 2WD Aut."";""1""",
"6536;""28"";""016030-0"";""XF 3.0 Portfolio Supercharged V6 Aut."";""1""",
"6537;""34"";""057036-2"";""IS-250 2.5 24V 208cv Aut."";""1""",
"6538;""34"";""057037-0"";""IS-250 F Sport 2.5 24V 208cv Aut."";""1""",
"6539;""36"";""034025-1"";""Quattroporte GTS 3.8 V8 32V 530cv"";""1""",
"6540;""39"";""021295-4"";""E-250 CGI Avantgarde 2.0 TB 211cv Aut."";""1""",
"6541;""39"";""021294-6"";""E-350 CGI Cabriolet 3.5 306cv Aut."";""1""",
"6542;""39"";""021296-2"";""E-350 CGI Guard VR4 3.5 306cv Aut."";""1""",
"6543;""156"";""071020-2"";""COOPER CABRIO S HIGHGATE 1.6 Aut."";""1""",
"6544;""41"";""022130-9"";""L200 Triton HLS 2.4 Flex 16V CD Mec."";""1""",
"6545;""44"";""024202-0"";""207 Active 1.4 Flex 8V 5p"";""1""",
"6546;""44"";""024200-4"";""3008 Roland Garros 1.6 Turbo 16V 5p"";""1""",
"6547;""44"";""024201-2"";""308 CC Roland Garros 1.6 Turbo16V 2p Aut"";""1""",
"6548;""59"";""005352-0"";""Fox BLUEMOTION 1.0 Mi Total Flex 12V 3p"";""1""",
"6549;""59"";""005353-8"";""Fox BLUEMOTION 1.0 Mi Total Flex 12V 5p"";""1""",
"6559;""13"";""011127-9"";""C4 Competition 2.0 Flex 16V 5p Aut."";""1""",
"6560;""21"";""001407-9"";""Punto BLACKMOTION 1.8 Flex 16V 5p."";""1""",
"6561;""21"";""001408-7"";""Punto BLACKMOTION Dual. 1.8 Flex 16v 5p"";""1""",
"6562;""22"";""003401-0"";""Ranger XLS 3.2 20V 4x4 CD Diesel Aut."";""1""",
"6563;""156"";""071024-5"";""COOPER CABRIO John Works 1.6 Aut."";""1""",
"6564;""156"";""071022-9"";""COOPER COUPE John Works 1.6 Aut."";""1""",
"6565;""156"";""071021-0"";""COOPER John Works 1.6 Aut."";""1""",
"6566;""156"";""071023-7"";""COOPER ROADSTER John Works 1.6 Aut."";""1""",
"6573;""6"";""008186-8"";""Q5 2.0 16V TFSI 225cv Quattro Tiptronic"";""1""",
"6574;""13"";""011133-3"";""C4 Competition 1.6 Flex 16V 5p Mec."";""1""",
"6575;""13"";""011132-5"";""C4 LOUNGE Exclusive 1.6 Turbo 4p Aut."";""1""",
"6576;""13"";""011131-7"";""C4 LOUNGE Exclusive 2.0 Flex 4p Aut."";""1""",
"6577;""13"";""011128-7"";""C4 LOUNGE Origine 2.0 Flex 4p Mec."";""1""",
"6578;""13"";""011130-9"";""C4 LOUNGE Tendance 2.0 Flex 4p Aut."";""1""",
"6579;""13"";""011129-5"";""C4 LOUNGE Tendance 2.0 Flex 4p Mec."";""1""",
"6580;""13"";""011134-1"";""C4 Rock You 1.6 Flex 16V 5p Mec."";""1""",
"6581;""21"";""001409-5"";""LINEA ESSEN.SUBLIME 1.8 Flex 16V 4p"";""1""",
"6582;""21"";""001410-9"";""LINEA ESSEN.SUBLIME Dual.1.8 Flex 16V 4p"";""1""",
"6583;""22"";""003402-9"";""Fusion Titanium HYBRID 2.0 145cv Aut."";""1""",
"6584;""23"";""004442-3"";""COBALT ADVANTAGE 1.4 MPFI 8V F.Power 4p"";""1""",
"6585;""23"";""004443-1"";""COBALT ADVANTAGE 1.8 8V Eco.Flex 4p Aut."";""1""",
"6586;""23"";""004441-5"";""SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut."";""1""",
"6587;""23"";""004440-7"";""SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec."";""1""",
"6588;""28"";""016032-6"";""F-Type S Supercharged Conversivel 3.0 V6"";""1""",
"6589;""28"";""016033-4"";""F-Type S Supercharged Conversivel 5.0 V8"";""1""",
"6590;""28"";""016031-8"";""F-Type Supercharged Conversivel 3.0 V6"";""1""",
"6591;""39"";""021297-0"";""ML-350 Sport 3.0 V6 258cv 4X4 Diesel"";""1""",
"6592;""156"";""071025-3"";""COOPER S BAYSWATER 1.6 Aut."";""1""",
"6593;""44"";""024203-9"";""207 Sedan Active 1.4 Flex 8V 4p"";""1""",
"6594;""44"";""024204-7"";""207 Sedan Allure 1.4 Flex 8v 4p"";""1""",
"6595;""47"";""035054-0"";""Panamera S 3.0 Bi-Turbo 420cv"";""1""",
"6596;""186"";""084003-3"";""LINK 1.3 16V 5p"";""1""",
"6597;""195"";""087001-3"";""Ghost 6.6 V12 Aut."";""1""",
"6598;""56"";""002132-6"";""ETIOS XS 1.5 Flex 16V 5p Mec."";""1""",
"6599;""58"";""029091-2"";""V40 T-5 R-DESIGN 2.0 Aut."";""1""",
"6600;""59"";""005356-2"";""Golf GTi 2.0 TSI 220cv Aut."";""1""",
"6601;""59"";""005355-4"";""Golf Highline 1.4 TSI 140cv Aut."";""1""",
"6602;""59"";""005354-6"";""Golf Highline 1.4 TSI 140cv Mec."";""1""",
"6609;""7"";""009185-5"";""320iA GT Sport 2.0 Turbo 16V 184cv 5p"";""1""",
"6610;""22"";""003404-5"";""Focus 1.6 S/1.6 SE Flex 16v 5p Aut"";""1""",
"6611;""23"";""004445-8"";""Celta ADVANTAGE 1.0 8v FlexPower 5p"";""1""",
"6612;""23"";""004444-0"";""TRACKER LTZ 1.8 16V Flex 4x2 Aut."";""1""",
"6613;""25"";""014079-1"";""Fit CX 1.4 Flex 16V 5p Aut."";""1""",
"6614;""25"";""014078-3"";""Fit CX 1.4 Flex 16V 5p Mec."";""1""",
"6615;""39"";""021298-9"";""E-250 Coupe 2.0 TB 211cv Aut."";""1""",
"6616;""43"";""023123-1"";""Sentra SV 2.0 FlexStart 16V Aut."";""1""",
"6617;""48"";""025207-7"";""SANDERO TechRun Hi-Flex 1.0 16V 5p"";""1""",
"6618;""59"";""005357-0"";""Kombi LAST EDITION 56 1.4 Mi Total Flex"";""1""",
"6631;""6"";""008187-6"";""A8 4.0 TFSI Quattro Tiptronic"";""1""",
"6632;""6"";""008188-4"";""S7 4.0 TFSI 420/450cv Quattro S-tronic"";""1""",
"6633;""7"";""009187-1"";""328iA GT M Sport 2.0 Turbo 16V 245cv 5p"";""1""",
"6634;""7"";""009188-0"";""650i Gran Coupe 4.4 V8 450cv 4p"";""1""",
"6635;""7"";""009186-3"";""M6 Gran Coupe 4.4 Bi-Turbo V8 32V 560cv"";""1""",
"6636;""21"";""001412-5"";""Strada Adv.1.8 16V  LOCKER Dual. Flex CE"";""1""",
"6637;""21"";""001411-7"";""Strada Adv.1.8 16V Dualogic Flex CE"";""1""",
"6638;""23"";""004446-6"";""AGILE LTZ EFFECT 1.4 8V FlexPower 5p Mec"";""1""",
"6639;""23"";""004447-4"";""AGILE LTZ EFFECT EASYTR.1.4 8V FlexP. 5p"";""1""",
"6640;""23"";""004448-2"";""SONIC HB LTZ EFFECT 1.6 16V FlexP 5p Aut"";""1""",
"6641;""33"";""033093-0"";""Range R. Sport HSE Dynamic SUPERC.5.0 V8"";""1""",
"6642;""39"";""021299-7"";""GL-350 Sport 3.0 V6 258cv 4x4 Diesel"";""1""",
"6643;""156"";""071026-1"";""COOPER PACEMAN S ALL4 1.6 16V Aut."";""1""",
"6644;""43"";""023124-0"";""ALTIMA SL 2.5 16V 4p Aut."";""1""",
"6645;""44"";""024205-5"";""HOGGAR Active 1.4 Flex 8V 2p"";""1""",
"6646;""44"";""024206-3"";""HOGGAR Allure 1.4 Flex 8V 2p"";""1""",
"6647;""186"";""084005-0"";""PICK-UP Q22E CD 1.0 4p"";""1""",
"6648;""186"";""084004-1"";""PICK-UP Q22D CS 1.0 2p"";""1""",
"6649;""48"";""025208-5"";""LOGAN Dynamique Hi-Flex 1.6 8V 4p"";""1""",
"6650;""54"";""027067-9"";""Forester XT 2.0 16V 4x4 Turbo Aut."";""1""",
"6651;""56"";""002133-4"";""ETIOS CROSS 1.5 Flex 16V 5p Mec."";""1""",
"6660;""7"";""009189-8"";""316i 1.6 TB 16V 136cv 4p"";""1""",
"6661;""161"";""073009-2"";""Tiggo 2.0 16V Aut. 5p"";""1""",
"6662;""21"";""001414-1"";""Fiorino Furgão Celeb. EVO 1.4 Flex 8V 2p"";""1""",
"6663;""21"";""001413-3"";""Fiorino Furgão EVO 1.4 Flex 8V 2p"";""1""",
"6664;""23"";""004449-0"";""TRACKER Freeride 1.8 16V Flex 4x2 Mec."";""1""",
"6665;""33"";""033094-9"";""Range R. Sport HSE SUPERCHARGED 3.0 V6"";""1""",
"6666;""156"";""071027-0"";""COOPER Country. John Works ALL4 1.6 Aut."";""1""",
"6667;""59"";""005358-9"";""Fox SELEÇÃO 1.0 Total Flex 8V 5p"";""1""",
"6668;""59"";""005359-7"";""Fox SELEÇÃO 1.6 Total Flex 8V 5p"";""1""",
"6669;""59"";""005364-3"";""Gol SELEÇÃO 1.6 I MOTION T.Flex 8V 5p"";""1""",
"6670;""59"";""005363-5"";""Gol SELEÇÃO 1.6 Total Flex 8V 5p"";""1""",
"6671;""59"";""005360-0"";""VOYAGE SELEÇÃO 1.0 Mi Total Flex 8V 4p"";""1""",
"6672;""59"";""005362-7"";""VOYAGE SELEÇÃO 1.6 I MOTION T.Flex 8V 4p"";""1""",
"6673;""59"";""005361-9"";""VOYAGE SELEÇÃO 1.6 Total Flex 8V 4p"";""1""",
"6689;""6"";""008190-6"";""A3 Sed.1.8/1.8 Ambit.16V TB FSI S-tronic"";""1""",
"6690;""6"";""008189-2"";""RS6 4.0 Avant TFSI BI-TB Quattro Tip. 5p"";""1""",
"6691;""7"";""009190-1"";""435iA M Sport Coupe 3.0 24V 306cv 2p"";""1""",
"6692;""21"";""001415-0"";""Uno Mille Grazie 1.0 Fire Flex 8v 4p"";""1""",
"6693;""22"";""003405-3"";""Ranger XLS 2.2 4x4 CD Diesel Mec."";""1""",
"6694;""26"";""015108-4"";""Grand Santa Fé  3.3 V6 4X4 Tiptronic"";""1""",
"6695;""26"";""015106-8"";""i30 1.8 16V Aut. 5p"";""1""",
"6696;""26"";""015107-6"";""Tucson 2.0 16V Flex Mec."";""1""",
"6697;""33"";""033095-7"";""Range R.EVOQUE ONE SICILIAN 2.0 Aut. 5p"";""1""",
"6698;""39"";""021300-4"";""Classe A45 AMG 4MATIC 2.0 Turbo Aut."";""1""",
"6699;""39"";""021301-2"";""CLA-200 First Edition 1.6 TB 16V  Aut."";""1""",
"6700;""39"";""021302-0"";""S-500L 4.7 Bi-Turbo V8 455cv Aut."";""1""",
"6701;""156"";""071028-8"";""COOPER PACEMAN S John Works ALL4 1.6 Aut"";""1""",
"6702;""48"";""025209-3"";""DUSTER TECHROAD 4X4 2.0 16V Mec."";""1""",
"6710;""7"";""009191-0"";""X5 XDRIVE 50i M Sport 4.4 Bi-Turbo"";""1""",
"6711;""21"";""001416-8"";""Idea ESSENCE SUBLIME 1.6 Flex 16V 5p"";""1""",
"6712;""21"";""001417-6"";""Idea ESSENCE SUBLIME Dual.1.6 Flex16V 5p"";""1""",
"6713;""177"";""080010-4"";""T8 2.0 16V 5p Mec."";""1""",
"6714;""183"";""082006-7"";""SY6370 A7 PVAN"";""1""",
"6715;""59"";""005368-6"";""up! black/white/red 1.0 T. Flex 12V 5p"";""1""",
"6716;""59"";""005367-8"";""up! high 1.0 Total Flex 12V 5p"";""1""",
"6717;""59"";""005366-0"";""up! move 1.0 Total Flex 12V 5p"";""1""",
"6718;""59"";""005365-1"";""up! take 1.0 Total Flex 12V 5p"";""1""",
"6737;""13"";""011135-0"";""C4 Tendance 1.6 Flex 16V 5p Mec."";""1""",
"6738;""13"";""011136-8"";""C4 Tendance 2.0 Flex 16V 5p Aut."";""1""",
"6739;""26"";""015109-2"";""HB20 Copa do Mundo 1.0 Flex 12V Mec."";""1""",
"6740;""26"";""015110-6"";""HB20 Copa do Mundo 1.6 Flex 16V Mec."";""1""",
"6741;""26"";""015111-4"";""HB20 Copa do Mundo 1.6 Flex 16V Aut."";""1""",
"6742;""26"";""015112-2"";""HB20S Copa do Mundo 1.0 Flex 12V Mec."";""1""",
"6743;""26"";""015113-0"";""HB20S Copa do Mundo 1.6 Flex 16V Mec."";""1""",
"6744;""26"";""015114-9"";""HB20S Copa do Mundo 1.6 Flex 16V Aut."";""1""",
"6745;""55"";""028051-8"";""Grand Vitara L.EDI. 2.0 16V 4x2/4x4 Aut."";""1""",
"6746;""22"";""003406-1"";""Ranger SPORT 2.5 Flex 16V 4x2 CS"";""1""",
"6747;""23"";""004450-4"";""Classic ADVANTAGE 1.0 VHC FlexPower 4p"";""1""",
"6748;""23"";""004451-2"";""ONIX  Lollapalooza 1.0 F.Power 5p Mec."";""1""",
"6749;""177"";""080011-2"";""J3 S turin 1.5 JET Flex 16V 4p Mec."";""1""",
"6750;""28"";""016036-9"";""XFR-S Supercharged 5.0 V8 550cv Aut."";""1""",
"6751;""28"";""016035-0"";""XJ 2.0 Turbo 16V 240cv Aut."";""1""",
"6752;""28"";""016034-2"";""XJ 3.0 Portfolio Supercharged V6 Aut."";""1""",
"6753;""28"";""016037-7"";""XKR-S Coupe Supercharged 5.0 32V"";""1""",
"6754;""39"";""021304-7"";""Classe A 250 2.0 TB Sport Aut."";""1""",
"6755;""39"";""021303-9"";""SLS-63 AMG 6.2 8V Black Series Aut."";""1""",
"6756;""43"";""023125-8"";""Frontier PLATINUM CD 4x4 2.5 TB Diesel"";""1""",
"6757;""48"";""025211-5"";""SANDERO STEPWAY Tweed HFlex 1.6 16V Aut"";""1""",
"6758;""48"";""025210-7"";""SANDERO STEPWAY Tweed HFlex 1.6 8V 5p"";""1""",
"6759;""58"";""029092-0"";""V40 T-5 Cross Country 2.0 Awd Aut."";""1""",
"6768;""6"";""008192-2"";""A3 Sedan 1.4/ Attra. 16V TB FSI S-tronic"";""1""",
"6769;""6"";""008191-4"";""S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic"";""1""",
"6770;""13"";""011143-0"";""AIRCROSS TENDANCE 1.6 Flex 16V 5p Aut."";""1""",
"6771;""13"";""011144-9"";""AIRCROSS TENDANCE 1.6 Flex 16V 5p Mec."";""1""",
"6772;""13"";""011142-2"";""C3 Exclusive 1.5 Flex 8V 5p Mec."";""1""",
"6773;""13"";""011141-4"";""C3 Picasso Origine 1.5 Flex 8V Mec."";""1""",
"6774;""13"";""011140-6"";""C3 Picasso Tendance 1.5 Flex 8V 5p Mec."";""1""",
"6775;""13"";""011139-2"";""C3 Picasso Tendance 1.6 Flex 16V 5p Aut."";""1""",
"6776;""13"";""011138-4"";""C3 Tendance 1.6 VTi Flex Start 16V Aut."";""1""",
"6777;""13"";""011137-6"";""C3 X-BOX ONE 1.6 VTi Flex 16V 5p Mec."";""1""",
"6778;""199"";""088001-9"";""EC7 1.8 16V 130cv 4p Mec."";""1""",
"6779;""25"";""014082-1"";""Fit DX 1.5 Flexone 16V 5p Aut."";""1""",
"6780;""25"";""014083-0"";""Fit DX 1.5 Flexone 16V 5p Mec."";""1""",
"6781;""25"";""014081-3"";""Fit LX 1.5 Flexone 16V 5p Aut."";""1""",
"6782;""25"";""014080-5"";""Fit LX 1.5 Flexone 16V 5p Mec."";""1""",
"6783;""33"";""033096-5"";""Range Rover Vogue 3.0 TDV6 Diesel Aut."";""1""",
"6784;""59"";""005371-6"";""Fox SELEÇÃO IMOTION 1.6 Mi T. Flex 8V 5p"";""1""",
"6785;""59"";""005383-0"";""Gol Trendline 1.0 T.Flex 8V 3p"";""1""",
"6786;""59"";""005384-8"";""Gol Trendline 1.0 T.Flex 8V 5p"";""1""",
"6787;""59"";""005389-9"";""Gol Comfortline 1.0 T. Flex 8V 3p"";""1""",
"6788;""59"";""005390-2"";""Gol Comfortline 1.0 T. Flex 8V 5p"";""1""",
"6789;""59"";""005391-0"";""Gol Comfortline 1.6 T. Flex 8V 3p"";""1""",
"6790;""59"";""005392-9"";""Gol Comfortline 1.6 T. Flex 8V 5p"";""1""",
"6791;""59"";""005393-7"";""Gol  Comfort. I MOTION 1.6 T. Flex 8V 3p"";""1""",
"6792;""59"";""005394-5"";""Gol Comfort. I MOTION 1.6 T. Flex 8V 5p"";""1""",
"6793;""59"";""005396-1"";""Gol Rallye I MOTION 1.6 T. Flex 16V 5p"";""1""",
"6794;""59"";""005398-8"";""Gol Trendline I MOTION 1.6 T. Flex 8V 5p"";""1""",
"6795;""59"";""005395-3"";""Gol Rallye 1.6 T. Flex 16V 5p"";""1""",
"6796;""59"";""005397-0"";""Gol Trendline 1.6 T.Flex 8V 5p"";""1""",
"6797;""59"";""005370-8"";""Golf Comfortline 1.4 TSI 140cv Aut."";""1""",
"6798;""59"";""005369-4"";""Golf Comfortline 1.4 TSI 140cv Mec."";""1""",
"6799;""59"";""005386-4"";""Saveiro Trendline 1.6 T.Flex 8V"";""1""",
"6800;""59"";""005387-2"";""Saveiro Trendline 1.6 T.Flex 8V CE"";""1""",
"6801;""59"";""005388-0"";""Saveiro CROSS 1.6 T. Flex 16V CE"";""1""",
"6802;""59"";""005385-6"";""Saveiro Startline 1.6 T.Flex 8V"";""1""",
"6803;""59"";""005374-0"";""up! black/white/red I MOTION 1.0 Flex 5p"";""1""",
"6804;""59"";""005373-2"";""up! high I MOTION 1.0 T. Flex 12V 5p"";""1""",
"6805;""59"";""005375-9"";""up! move 1.0 T. Flex 12V 3p"";""1""",
"6806;""59"";""005372-4"";""up! move I MOTION 1.0 T. Flex 12V 3p"";""1""",
"6807;""59"";""005376-7"";""up! take 1.0 T. Flex 12V 3p"";""1""",
"6808;""59"";""005379-1"";""VOYAGE  Trendline 1.0 T.Flex 8V 4p"";""1""",
"6809;""59"";""005380-5"";""VOYAGE Trendline 1.6 T.Flex 8V 4p"";""1""",
"6810;""59"";""005377-5"";""VOYAGE Comfortline  1.0 T.Flex 8V 4p"";""1""",
"6811;""59"";""005378-3"";""VOYAGE Evidence 1.6 Total Flex 8V 4p"";""1""",
"6812;""59"";""005381-3"";""VOYAGE I MOTION  Trendline 1.6 T.Flex 8V"";""1""",
"6813;""59"";""005382-1"";""VOYAGE I MOTION Evidence 1.6 T.Flex 8V"";""1""",
"6835;""13"";""011145-7"";""C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec"";""1""",
"6836;""21"";""001418-4"";""Palio Way 1.0 Fire Flex 8V 5p"";""1""",
"6837;""21"";""001419-2"";""Palio Way Celebration 1.0 F. Flex 8V 5p"";""1""",
"6838;""140"";""065007-2"";""PIK-UP CD 2.2 4X2 (diesel) Mec."";""1""",
"6839;""140"";""065006-4"";""PIK-UP CS 2.2 4X2 (diesel) Mec."";""1""",
"6840;""39"";""021305-5"";""E-250 Cabriolet 2.0 TB 211CV Aut."";""1""",
"6841;""43"";""023127-4"";""MARCH SL 1.6 16V Flex Fuel 5p"";""1""",
"6842;""43"";""023126-6"";""MARCH SV 1.0 16V Flex Fuel 5p"";""1""",
"6843;""44"";""024207-1"";""208 Active Pack 1.6 Flex 16V 5p Aut."";""1""",
"6844;""47"";""035055-9"";""Macan S 3.0 Bi-Turbo 340cv"";""1""",
"6845;""47"";""035056-7"";""Macan Turbo 3.6 Bi-Turbo 400cv"";""1""",
"6846;""59"";""005399-6"";""up! move I MOTION 1.0 T. Flex 12V 5p"";""1""",
"6865;""6"";""008193-0"";""RS Q3 2.5 TFSI Quattro S-tronic 5p"";""1""",
"6866;""23"";""004452-0"";""PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p"";""1""",
